graph,partitioner,num_partitions,replication_factor,counted_edges,num_replicas,edge_balance,vertex_balance,destination_balance,source_balance,num_vertices,num_edges,density,num_connected_triples,pearson_moment_degrees,pearson_median_degrees,pearson_mode_degrees,pearson_moment_degrees_in,pearson_median_degrees_in,pearson_mode_degrees_in,pearson_moment_degrees_out,pearson_median_degrees_out,pearson_mode_degrees_out,max_degree,max_degree_in,max_degree_out,mean_degree,mean_degree_in,mean_degree_out,pearson_moment_triangles,pearson_median_triangles,pearson_mode_triangles,num_triangles,max_triangles,mean_triangles,pearson_moment_lcc,pearson_median_lcc,pearson_mode_lcc,max_lcc,average_lcc,global_cc,num_edges_undirected_representation,average_lcc_triangle_based,max_lcc_triangle_based,synthetic,graph_type,origin,1dd,1ds,2d,2ps,crvc,dbh,hdrf,hep1,hep10,hep100,ne
out.wikipedia_link_pnb,hep10,16,1.423458,1436306.0,73923.0,1.00001,1.836506,2.103592,1.791315,51932.0,1436306.0,0.00053258,7.55607e+08,38.2324,0.698057,0.259546,55.0399,0.489389,0.169249,4.76267,1.11887,0.505765,16696.0,16688.0,1338.0,55.3149,27.6574,27.6574,7.69903,0.636166,0.214297,3.47539e+07,286527.0,2007.66,0.0322256,0.282005,1.49636,1.0,0.50811,0.137984,1019366.0,0.50811,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_pnb,ne,64,1.713144,1436306.0,88967.0,2.643225,3.486057,2.787498,3.835061,51932.0,1436306.0,0.00053258,7.55607e+08,38.2324,0.698057,0.259546,55.0399,0.489389,0.169249,4.76267,1.11887,0.505765,16696.0,16688.0,1338.0,55.3149,27.6574,27.6574,7.69903,0.636166,0.214297,3.47539e+07,286527.0,2007.66,0.0322256,0.282005,1.49636,1.0,0.50811,0.137984,1019366.0,0.50811,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_pnb,dbh,32,7.28208,1436306.0,378173.0,1.040224,1.024208,1.022626,1.033618,51932.0,1436306.0,0.00053258,7.55607e+08,38.2324,0.698057,0.259546,55.0399,0.489389,0.169249,4.76267,1.11887,0.505765,16696.0,16688.0,1338.0,55.3149,27.6574,27.6574,7.69903,0.636166,0.214297,3.47539e+07,286527.0,2007.66,0.0322256,0.282005,1.49636,1.0,0.50811,0.137984,1019366.0,0.50811,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_pnb,hep10,4,1.18607,1436306.0,61595.0,1.000004,1.356539,1.531631,1.378678,51932.0,1436306.0,0.00053258,7.55607e+08,38.2324,0.698057,0.259546,55.0399,0.489389,0.169249,4.76267,1.11887,0.505765,16696.0,16688.0,1338.0,55.3149,27.6574,27.6574,7.69903,0.636166,0.214297,3.47539e+07,286527.0,2007.66,0.0322256,0.282005,1.49636,1.0,0.50811,0.137984,1019366.0,0.50811,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_pnb,hep10,32,1.624509,1436306.0,84364.0,1.00001,1.973543,2.377972,1.920816,51932.0,1436306.0,0.00053258,7.55607e+08,38.2324,0.698057,0.259546,55.0399,0.489389,0.169249,4.76267,1.11887,0.505765,16696.0,16688.0,1338.0,55.3149,27.6574,27.6574,7.69903,0.636166,0.214297,3.47539e+07,286527.0,2007.66,0.0322256,0.282005,1.49636,1.0,0.50811,0.137984,1019366.0,0.50811,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_pnb,crvc,16,8.524975,1436306.0,442719.0,1.005981,1.023277,1.007882,1.022103,51932.0,1436306.0,0.00053258,7.55607e+08,38.2324,0.698057,0.259546,55.0399,0.489389,0.169249,4.76267,1.11887,0.505765,16696.0,16688.0,1338.0,55.3149,27.6574,27.6574,7.69903,0.636166,0.214297,3.47539e+07,286527.0,2007.66,0.0322256,0.282005,1.49636,1.0,0.50811,0.137984,1019366.0,0.50811,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,1,0,0,0,0,0,0
out.wikipedia_link_pnb,ne,8,1.188304,1436306.0,61711.0,1.000767,1.700183,1.898852,1.664798,51932.0,1436306.0,0.00053258,7.55607e+08,38.2324,0.698057,0.259546,55.0399,0.489389,0.169249,4.76267,1.11887,0.505765,16696.0,16688.0,1338.0,55.3149,27.6574,27.6574,7.69903,0.636166,0.214297,3.47539e+07,286527.0,2007.66,0.0322256,0.282005,1.49636,1.0,0.50811,0.137984,1019366.0,0.50811,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_pnb,hep10,8,1.358315,1436306.0,70540.0,1.000004,1.628806,1.839591,1.63619,51932.0,1436306.0,0.00053258,7.55607e+08,38.2324,0.698057,0.259546,55.0399,0.489389,0.169249,4.76267,1.11887,0.505765,16696.0,16688.0,1338.0,55.3149,27.6574,27.6574,7.69903,0.636166,0.214297,3.47539e+07,286527.0,2007.66,0.0322256,0.282005,1.49636,1.0,0.50811,0.137984,1019366.0,0.50811,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_war,hep100,32,1.020916,38631841.0,2137235.0,1.000002,3.416377,2.601992,3.392844,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,1,0
out.wikipedia_link_war,hep1,8,1.134661,38631841.0,2375355.0,1.0,1.49877,1.183103,1.511488,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
out.wikipedia_link_war,dbh,32,3.003855,38631841.0,6288417.0,1.006774,1.004223,1.002628,1.004274,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_war,dbh,8,1.605565,38631841.0,3361169.0,1.00189,1.000909,1.001897,1.000732,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_war,ne,32,1.046319,38631841.0,2190416.0,1.017293,2.949431,2.409739,2.961876,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_war,hdrf,64,1.447534,38631841.0,3030339.0,1.071146,2.201143,2.127477,2.244164,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,1,0,0,0,0
out.wikipedia_link_war,hep10,32,1.096313,38631841.0,2295076.0,1.000001,1.942803,1.256122,1.95898,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_war,ne,16,1.034826,38631841.0,2166355.0,1.007771,2.149077,2.347126,2.148787,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_war,crvc,64,8.903208,38631841.0,18638412.0,1.038808,1.084786,1.014134,1.088552,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,1,0,0,0,0,0,0
out.wikipedia_link_war,hep10,16,1.097083,38631841.0,2296688.0,1.0,1.899598,1.297558,1.927203,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_war,crvc,8,3.781838,38631841.0,7917084.0,1.037739,1.114972,1.013152,1.117242,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,1,0,0,0,0,0,0
out.wikipedia_link_war,ne,128,1.10764,38631841.0,2318787.0,19.535441,3.784158,2.543189,3.822513,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_war,1ds,32,3.660033,38631841.0,7662092.0,1.005345,1.032537,1.045575,1.000452,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,1,0,0,0,0,0,0,0,0,0
out.wikipedia_link_war,dbh,16,2.15179,38631841.0,4504663.0,1.002666,1.001252,1.00166,1.001999,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,1,0,0,0,0,0
out.wikipedia_link_war,hep1,128,1.167137,38631841.0,2443342.0,1.000002,1.81218,1.38521,1.84703,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
out.wikipedia_link_war,ne,8,1.016598,38631841.0,2128196.0,1.000891,2.080628,2.17215,2.085205,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_war,ne,64,1.057138,38631841.0,2213064.0,5.873338,3.323074,2.485485,3.344899,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_war,2d,4,2.015666,38631841.0,4219693.0,1.044795,1.204637,1.036519,1.002765,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_war,1ds,4,1.815073,38631841.0,3799763.0,1.002228,1.012004,1.026865,1.000118,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,1,0,0,0,0,0,0,0,0,0
out.wikipedia_link_war,2d,32,2.629603,38631841.0,5504940.0,3.128388,2.951542,2.912926,3.006977,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_war,hep100,64,1.032439,38631841.0,2161358.0,1.833573,3.762435,2.561549,3.774704,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,1,0
out.wikipedia_link_war,hep1,16,1.1094,38631841.0,2322473.0,1.0,1.452156,1.198422,1.465443,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
out.wikipedia_link_war,2ps,8,1.322184,38631841.0,2767924.0,1.05,2.419679,2.483104,2.422395,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_war,1ds,8,2.26315,38631841.0,4737789.0,1.002585,1.013318,1.02329,1.000299,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,1,0,0,0,0,0,0,0,0,0
out.wikipedia_link_war,1ds,64,4.931563,38631841.0,10323976.0,1.016977,1.041986,1.052866,1.000743,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,1,0,0,0,0,0,0,0,0,0
out.wikipedia_link_war,hdrf,32,1.401104,38631841.0,2933140.0,1.009134,1.461827,1.455475,1.466012,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,1,0,0,0,0
out.wikipedia_link_war,1dd,128,11.327852,38631841.0,23714281.0,5.27418,6.579362,1.005517,6.904999,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,1,0,0,0,0,0,0,0,0,0,0
out.wikipedia_link_war,1dd,8,4.270378,38631841.0,8939818.0,1.38816,1.215973,1.000833,1.256279,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,1,0,0,0,0,0,0,0,0,0,0
out.wikipedia_link_war,2ps,32,1.391429,38631841.0,2912886.0,1.05,3.556654,3.049605,3.572045,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_war,2d,64,5.175522,38631841.0,10834692.0,1.34804,1.29755,1.100432,1.330865,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_war,hep10,64,1.108301,38631841.0,2320171.0,1.000001,1.990253,1.348716,2.024549,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,1,0,0
out.wikipedia_link_war,ne,4,1.006507,38631841.0,2107072.0,1.000564,1.708917,1.843785,1.70914,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,0,0,0,1
out.wikipedia_link_war,2ps,4,1.403244,38631841.0,2937619.0,1.05,1.4921,2.490636,1.500171,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_war,hdrf,4,1.270075,38631841.0,2658837.0,1.000003,1.002858,1.004484,1.002568,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,1,0,0,0,0
out.wikipedia_link_war,2d,8,1.78565,38631841.0,3738168.0,3.001602,2.655827,2.90058,2.609342,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,1,0,0,0,0,0,0,0,0
out.wikipedia_link_war,1dd,32,7.350886,38631841.0,15388704.0,2.147706,2.624747,1.003402,2.778684,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,1,0,0,0,0,0,0,0,0,0,0
out.wikipedia_link_war,2ps,128,1.462903,38631841.0,3062512.0,1.049997,4.377687,3.080005,4.40027,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,1,0,0,0,0,0,0,0
out.wikipedia_link_war,hep1,32,1.133354,38631841.0,2372618.0,1.000001,1.432517,1.224884,1.451028,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,0,0,0,1,0,0,0
out.wikipedia_link_war,crvc,32,7.23613,38631841.0,15148470.0,1.038126,1.112369,1.011298,1.1161,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,1,0,0,0,0,0,0
out.wikipedia_link_war,crvc,128,10.991643,38631841.0,23010443.0,1.039607,1.070229,1.01625,1.072636,2093449.0,38631841.0,8.81497e-06,2.93947e+12,559.827,0.0480426,0.0213706,564.599,0.0312512,0.0110139,8.0994,0.393097,0.241916,1140084.0,1140083.0,5116.0,36.9074,18.4537,18.4537,44.1615,0.339241,0.113911,2.00857e+09,8702975.0,2878.37,0.348951,-0.493097,1.09233,1.0,0.331879,0.00204993,26049249.0,0.331879,1.0,False,realworld-wiki,connect-hyperlink,0,0,0,0,1,0,0,0,0,0,0
